index,Position,Track Name,Artist,Streams,URL,Date,Track Id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
309,10,Con Altura,ROSALÍA,366095,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-07,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746
310,11,QUE PRETENDES,J Balvin,353270,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-07,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,4,0.939
311,12,Baila Conmigo (feat. Kelly Ruiz),Dayvi,290732,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-08-07,4Clmg1g8n2yBYG13Z1oSdG,0.00903,0.745,189818,0.972,0.465,7,0.297,-3.506,1,0.0774,128.031,4,0.556
312,13,Tal Vez,Paulo Londra,287439,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-07,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741
313,14,Bellacoso,Residente,271242,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-07,1kMUGCt7XLDc5Q64Vl0H8S,0.0651,0.774,257865,0.851,0.0,11,0.0568,-2.795,0,0.255,180.086,4,0.695
314,15,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,265838,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-07,6osaMSJh9NguagEDQcZaKx,0.276,0.823,185195,0.71,2.17e-06,6,0.152,-3.896,0,0.0688,96.024,4,0.376
315,16,Te Robaré,Nicky Jam,259703,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-08-07,6v0lAdFF4haL8xjBIUjtOw,0.241,0.673,201818,0.752,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797
316,17,HP,Maluma,252250,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-08-07,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618
317,18,Tra Tra Tra Remix,Ghetto Kids,241558,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm,2019-08-07,4YqCBC4FwzGXuhixt5cgmm,0.0532,0.847,171000,0.736,0.000142,1,0.0302,-4.542,1,0.266,160.012,4,0.876
318,19,Runaway,Sebastian Yatra,234084,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-08-07,7BuSE9uTIw931wtZYzvZcQ,0.0336,0.756,200693,0.851,0.0,2,0.126,-3.33,1,0.0674,75.014,4,0.934
319,20,Fuentes de Ortiz,Ed Maverick,220086,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,2019-08-07,0akyEssGRVHstqCSWXusJL,0.946,0.83,207400,0.159,2.02e-05,1,0.362,-14.461,1,0.0383,104.95,4,0.189
320,21,Con Calma,Daddy Yankee,216750,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-07,5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.656
321,22,Verte Ir,DJ Luian,213898,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-08-07,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,267500,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,4,0.553
322,23,Te Vi,Piso 21,210600,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-08-07,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
323,24,Desconocidos,Mau y Ricky,204106,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-08-07,56f5qnyAlZdlz8wrUDA50h,0.118,0.719,204564,0.753,4.21e-06,7,0.212,-4.891,1,0.179,174.107,4,0.675
324,25,Rebota - Remix,Guaynaa,201046,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019-08-07,3dWpRjCmaHbroNahuSeX11,0.205,0.885,262000,0.857,0.0,0,0.671,-2.279,0,0.204,90.025,4,0.818
325,26,Si Supieras,Daddy Yankee,195584,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-08-07,7MRU4vOkywuhZ9kbFiPuiu,0.291,0.691,241880,0.894,0.0,9,0.104,-1.681,0,0.115,184.019,4,0.623
326,27,Pa Mí - Remix,Dalex,193195,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-07,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
327,28,La Boca - Remix,Mau y Ricky,188961,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2019-08-07,2EEmzqzM70CybVspgM7YRT,0.236,0.691,188468,0.773,0.0,11,0.329,-3.812,0,0.0355,92.992,4,0.85
328,29,bad guy,Billie Eilish,188154,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-07,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
329,30,Old Town Road - Remix,Lil Nas X,181757,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-07,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,0.639
330,31,Calma - Remix,Pedro Capó,181590,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-07,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
331,32,How Do You Sleep?,Sam Smith,178867,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-07,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345
332,33,La Boca,Mau y Ricky,177262,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-08-07,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0.795,0.0,2,0.309,-1.8,1,0.113,185.901,4,0.76
333,34,Amor A Primera Vista,Los Angeles Azules,176943,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J,2019-08-07,1E7RHPXA9sZ30qfms18J7J,0.223,0.675,221347,0.821,5.11e-05,0,0.149,-6.017,1,0.0668,170.163,4,0.96
334,35,Lost on You,LP,171252,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2019-08-07,3SqvR3HYLlCTYzbDXJ52OC,0.1,0.433,268105,0.724,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,0.689
335,36,Aleluya,Reik,169569,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2019-08-07,23CsjGOYDQiJpX44BSn9TM,0.0478,0.81,158480,0.716,0.0,8,0.0678,-2.3,1,0.0694,96.029,4,0.689
336,37,No Lo Trates,Pitbull,167251,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT,2019-08-07,4gqMVEJSaL5nNeKj5WmVoT,0.0569,0.834,198453,0.808,0.00052,11,0.222,-2.597,1,0.0542,104.026,4,0.829
337,38,Secreto,Anuel AA,161005,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-08-07,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
338,39,I Don't Care (with Justin Bieber),Ed Sheeran,159943,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-07,0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842
339,40,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,159390,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-08-07,6WkJ2OK163XXS2oARUC9JM,0.101,0.72,198053,0.741,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
340,41,Adan y Eva,Paulo Londra,158952,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019-08-07,132ALUzVLmqYB4UsBj5qD6,0.323,0.767,256972,0.709,0.0,1,0.0745,-4.47,1,0.336,171.993,4,0.72
341,42,Contra La Pared,Sean Paul,149932,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,2019-08-07,37eGbhE1xVFSvcKkqGb6i1,0.0156,0.828,224681,0.588,0.0,2,0.124,-7.14,1,0.118,94.052,4,0.598
342,43,Aullando,Wisin & Yandel,144593,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019-08-07,7BuHdm4lQqcyG3qTwdkxus,0.184,0.8,226200,0.74,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,0.775
343,44,Que Mas Pues - Remix,Sech,143558,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-08-07,7fODjB7BrQTGqh0hogW6XD,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
344,45,Si Se Da,Myke Towers,141762,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,2019-08-07,5KbBGUpIZd6gVFUU8tqYiQ,0.374,0.83,237013,0.71,0.0,11,0.0877,-5.523,0,0.326,93.977,4,0.703
345,46,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,140132,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-08-07,3KkXRkHbMCARz0aVfEt68P,0.556,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913
346,47,Ella Quiere Beber - Remix,Anuel AA,139670,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019-08-07,3f5lA8nnc4YYF1qf78WpHw,0.265,0.75,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.697
347,48,Latina (feat. Maluma),Reykon,139395,https://open.spotify.com/track/00Ia46AgCNfnXjzgH8PIKH,2019-08-07,00Ia46AgCNfnXjzgH8PIKH,0.0748,0.826,226739,0.713,0.0,9,0.331,-4.017,0,0.129,102.071,4,0.75
348,49,Me La Avente,Carin Leon,134941,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ,2019-08-07,2QwMXe5zbqymDZGYsMDVqZ,0.557,0.723,155803,0.48,0.0,11,0.0705,-4.1,0,0.0326,144.533,3,0.909
349,50,boyfriend (with Social House),Ariana Grande,132875,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,2019-08-07,0Ryd8975WihbObpp5cPW1t,0.119,0.4,186107,0.795,0.0,10,0.159,-3.731,0,0.461,190.097,4,0.702
350,1,China,Anuel AA,784699,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-08,2ksOAxtIxY8yElEWw8RhgK,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,0.609
351,2,Callaita,Bad Bunny,634486,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-08,2TH65lNHgvLxCKXM3apjxI,0.6,0.61,250534,0.624,2.12e-06,2,0.243,-4.773,1,0.309,176.169,4,0.244
352,3,LA CANCIÓN,J Balvin,573124,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-08,0fea68AdmYNygeTGI4RC18,0.152,0.754,242573,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429
353,4,11 PM,Maluma,496567,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-08-08,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68
354,5,No Me Conoce - Remix,Jhay Cortez,461816,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-08,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58
355,6,Otro Trago,Sech,421329,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-08,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
356,7,Soltera - Remix,Lunay,421045,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-08,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0.0,5,0.437,-4.271,1,0.0432,92.016,4,0.8
357,8,Señorita,Shawn Mendes,420648,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-08,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
358,9,Otro Trago - Remix,Sech,392096,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-08,4bTZeO72FwMa6wKOiqoynL,0.0711,0.725,287773,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
359,10,Con Altura,ROSALÍA,368060,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-08,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746
360,11,QUE PRETENDES,J Balvin,353507,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-08,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,4,0.939
361,12,Baila Conmigo (feat. Kelly Ruiz),Dayvi,295658,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-08-08,4Clmg1g8n2yBYG13Z1oSdG,0.00903,0.745,189818,0.972,0.465,7,0.297,-3.506,1,0.0774,128.031,4,0.556
362,13,Tal Vez,Paulo Londra,289730,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-08,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741
363,14,Bellacoso,Residente,272636,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-08,1kMUGCt7XLDc5Q64Vl0H8S,0.0651,0.774,257865,0.851,0.0,11,0.0568,-2.795,0,0.255,180.086,4,0.695
364,15,Te Robaré,Nicky Jam,264529,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-08-08,6v0lAdFF4haL8xjBIUjtOw,0.241,0.673,201818,0.752,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797
365,16,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,260210,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-08,6osaMSJh9NguagEDQcZaKx,0.276,0.823,185195,0.71,2.17e-06,6,0.152,-3.896,0,0.0688,96.024,4,0.376
366,17,HP,Maluma,251434,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-08-08,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618
367,18,Tra Tra Tra Remix,Ghetto Kids,246407,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm,2019-08-08,4YqCBC4FwzGXuhixt5cgmm,0.0532,0.847,171000,0.736,0.000142,1,0.0302,-4.542,1,0.266,160.012,4,0.876
368,19,Runaway,Sebastian Yatra,232944,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-08-08,7BuSE9uTIw931wtZYzvZcQ,0.0336,0.756,200693,0.851,0.0,2,0.126,-3.33,1,0.0674,75.014,4,0.934
369,20,Fuentes de Ortiz,Ed Maverick,221135,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,2019-08-08,0akyEssGRVHstqCSWXusJL,0.946,0.83,207400,0.159,2.02e-05,1,0.362,-14.461,1,0.0383,104.95,4,0.189
370,21,Con Calma,Daddy Yankee,217961,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-08,5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.656
371,22,Verte Ir,DJ Luian,217500,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-08-08,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,267500,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,4,0.553
372,23,Te Vi,Piso 21,215638,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-08-08,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
373,24,Desconocidos,Mau y Ricky,209602,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-08-08,56f5qnyAlZdlz8wrUDA50h,0.118,0.719,204564,0.753,4.21e-06,7,0.212,-4.891,1,0.179,174.107,4,0.675
374,25,La Boca - Remix,Mau y Ricky,204961,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2019-08-08,2EEmzqzM70CybVspgM7YRT,0.236,0.691,188468,0.773,0.0,11,0.329,-3.812,0,0.0355,92.992,4,0.85
375,26,Si Supieras,Daddy Yankee,201965,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-08-08,7MRU4vOkywuhZ9kbFiPuiu,0.291,0.691,241880,0.894,0.0,9,0.104,-1.681,0,0.115,184.019,4,0.623
376,27,Pa Mí - Remix,Dalex,196199,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-08,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
377,28,bad guy,Billie Eilish,194293,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-08,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
378,29,Rebota - Remix,Guaynaa,193558,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019-08-08,3dWpRjCmaHbroNahuSeX11,0.205,0.885,262000,0.857,0.0,0,0.671,-2.279,0,0.204,90.025,4,0.818
379,30,Amor A Primera Vista,Los Angeles Azules,192562,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J,2019-08-08,1E7RHPXA9sZ30qfms18J7J,0.223,0.675,221347,0.821,5.11e-05,0,0.149,-6.017,1,0.0668,170.163,4,0.96
380,31,Calma - Remix,Pedro Capó,183827,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-08,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
381,32,La Boca,Mau y Ricky,180996,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-08-08,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0.795,0.0,2,0.309,-1.8,1,0.113,185.901,4,0.76
382,33,Old Town Road - Remix,Lil Nas X,180027,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-08,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,0.639
383,34,Aleluya,Reik,178860,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2019-08-08,23CsjGOYDQiJpX44BSn9TM,0.0478,0.81,158480,0.716,0.0,8,0.0678,-2.3,1,0.0694,96.029,4,0.689
384,35,Lost on You,LP,177404,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2019-08-08,3SqvR3HYLlCTYzbDXJ52OC,0.1,0.433,268105,0.724,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,0.689
385,36,No Lo Trates,Pitbull,173523,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT,2019-08-08,4gqMVEJSaL5nNeKj5WmVoT,0.0569,0.834,198453,0.808,0.00052,11,0.222,-2.597,1,0.0542,104.026,4,0.829
386,37,How Do You Sleep?,Sam Smith,172921,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-08,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345
387,38,Secreto,Anuel AA,164501,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-08-08,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
388,39,Adan y Eva,Paulo Londra,161462,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019-08-08,132ALUzVLmqYB4UsBj5qD6,0.323,0.767,256972,0.709,0.0,1,0.0745,-4.47,1,0.336,171.993,4,0.72
389,40,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,158815,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-08-08,6WkJ2OK163XXS2oARUC9JM,0.101,0.72,198053,0.741,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
390,41,I Don't Care (with Justin Bieber),Ed Sheeran,157466,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-08,0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842
391,42,boyfriend (with Social House),Ariana Grande,156938,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,2019-08-08,0Ryd8975WihbObpp5cPW1t,0.119,0.4,186107,0.795,0.0,10,0.159,-3.731,0,0.461,190.097,4,0.702
392,43,Que Mas Pues - Remix,Sech,147634,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-08-08,7fODjB7BrQTGqh0hogW6XD,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
393,44,Aullando,Wisin & Yandel,145739,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019-08-08,7BuHdm4lQqcyG3qTwdkxus,0.184,0.8,226200,0.74,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,0.775
394,45,Latina (feat. Maluma),Reykon,142968,https://open.spotify.com/track/00Ia46AgCNfnXjzgH8PIKH,2019-08-08,00Ia46AgCNfnXjzgH8PIKH,0.0748,0.826,226739,0.713,0.0,9,0.331,-4.017,0,0.129,102.071,4,0.75
395,46,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,141138,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-08-08,3KkXRkHbMCARz0aVfEt68P,0.556,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913
396,47,Ella Quiere Beber - Remix,Anuel AA,141097,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019-08-08,3f5lA8nnc4YYF1qf78WpHw,0.265,0.75,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.697
397,48,Atrévete,Nicky Jam,136876,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50,2019-08-08,3KekO5WUfJsh7kYU9o2w50,0.311,0.552,198320,0.675,0.0,11,0.119,-3.824,1,0.297,183.785,4,0.586
398,49,Me La Avente,Carin Leon,136279,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ,2019-08-08,2QwMXe5zbqymDZGYsMDVqZ,0.557,0.723,155803,0.48,0.0,11,0.0705,-4.1,0,0.0326,144.533,3,0.909
399,50,Cuaderno,Dalex,134792,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,2019-08-08,7anSoGdgtmJTAPZBzcPhO6,0.524,0.681,286507,0.648,0.0,1,0.104,-5.021,0,0.38,172.019,4,0.687
400,1,China,Anuel AA,835582,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-09,2ksOAxtIxY8yElEWw8RhgK,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,0.609
401,2,Callaita,Bad Bunny,682217,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-09,2TH65lNHgvLxCKXM3apjxI,0.6,0.61,250534,0.624,2.12e-06,2,0.243,-4.773,1,0.309,176.169,4,0.244
402,3,LA CANCIÓN,J Balvin,610058,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-09,0fea68AdmYNygeTGI4RC18,0.152,0.754,242573,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429
403,4,11 PM,Maluma,532062,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-08-09,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68
404,5,No Me Conoce - Remix,Jhay Cortez,492580,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-09,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58
405,6,Soltera - Remix,Lunay,454564,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-09,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0.0,5,0.437,-4.271,1,0.0432,92.016,4,0.8
406,7,Otro Trago,Sech,447172,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-09,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
407,8,Señorita,Shawn Mendes,432621,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-09,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
408,9,Otro Trago - Remix,Sech,414202,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-09,4bTZeO72FwMa6wKOiqoynL,0.0711,0.725,287773,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
409,10,Con Altura,ROSALÍA,391861,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-09,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746
410,11,QUE PRETENDES,J Balvin,377237,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-09,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,4,0.939
411,12,Baila Conmigo (feat. Kelly Ruiz),Dayvi,315894,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-08-09,4Clmg1g8n2yBYG13Z1oSdG,0.00903,0.745,189818,0.972,0.465,7,0.297,-3.506,1,0.0774,128.031,4,0.556
