index,Position,Track Name,Artist,Streams,URL,Date,Track Id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
104,5,Otro Trago,Sech,484473,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-03,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
105,6,Soltera - Remix,Lunay,481008,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-03,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0.0,5,0.437,-4.271,1,0.0432,92.016,4,0.8
106,7,No Me Conoce - Remix,Jhay Cortez,478305,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-03,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58
107,8,Otro Trago - Remix,Sech,456672,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-03,4bTZeO72FwMa6wKOiqoynL,0.0711,0.725,287773,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
108,9,Señorita,Shawn Mendes,426731,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-03,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
109,10,Con Altura,ROSALÍA,413097,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-03,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746
110,11,QUE PRETENDES,J Balvin,390396,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-03,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,4,0.939
111,12,Baila Conmigo (feat. Kelly Ruiz),Dayvi,354342,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-08-03,4Clmg1g8n2yBYG13Z1oSdG,0.00903,0.745,189818,0.972,0.465,7,0.297,-3.506,1,0.0774,128.031,4,0.556
112,13,Tal Vez,Paulo Londra,326178,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-03,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741
113,14,Bellacoso,Residente,296945,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-03,1kMUGCt7XLDc5Q64Vl0H8S,0.0651,0.774,257865,0.851,0.0,11,0.0568,-2.795,0,0.255,180.086,4,0.695
114,15,HP,Maluma,296053,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-08-03,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618
115,16,Te Robaré,Nicky Jam,291189,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-08-03,6v0lAdFF4haL8xjBIUjtOw,0.241,0.673,201818,0.752,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797
116,17,Tra Tra Tra Remix,Ghetto Kids,264331,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm,2019-08-03,4YqCBC4FwzGXuhixt5cgmm,0.0532,0.847,171000,0.736,0.000142,1,0.0302,-4.542,1,0.266,160.012,4,0.876
117,18,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,258928,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-03,6osaMSJh9NguagEDQcZaKx,0.276,0.823,185195,0.71,2.17e-06,6,0.152,-3.896,0,0.0688,96.024,4,0.376
118,19,Runaway,Sebastian Yatra,256527,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-08-03,7BuSE9uTIw931wtZYzvZcQ,0.0336,0.756,200693,0.851,0.0,2,0.126,-3.33,1,0.0674,75.014,4,0.934
119,20,Con Calma,Daddy Yankee,250221,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-03,5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.656
120,21,Verte Ir,DJ Luian,242942,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-08-03,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,267500,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,4,0.553
121,22,Rebota - Remix,Guaynaa,236591,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019-08-03,3dWpRjCmaHbroNahuSeX11,0.205,0.885,262000,0.857,0.0,0,0.671,-2.279,0,0.204,90.025,4,0.818
122,23,Te Vi,Piso 21,235861,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-08-03,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
123,24,Desconocidos,Mau y Ricky,220275,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-08-03,56f5qnyAlZdlz8wrUDA50h,0.118,0.719,204564,0.753,4.21e-06,7,0.212,-4.891,1,0.179,174.107,4,0.675
124,25,Si Supieras,Daddy Yankee,216379,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-08-03,7MRU4vOkywuhZ9kbFiPuiu,0.291,0.691,241880,0.894,0.0,9,0.104,-1.681,0,0.115,184.019,4,0.623
125,26,Calma - Remix,Pedro Capó,212887,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-03,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
126,27,Pa Mí - Remix,Dalex,211820,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-03,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
127,28,La Boca - Remix,Mau y Ricky,205726,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2019-08-03,2EEmzqzM70CybVspgM7YRT,0.236,0.691,188468,0.773,0.0,11,0.329,-3.812,0,0.0355,92.992,4,0.85
128,29,Fuentes de Ortiz,Ed Maverick,205097,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,2019-08-03,0akyEssGRVHstqCSWXusJL,0.946,0.83,207400,0.159,2.02e-05,1,0.362,-14.461,1,0.0383,104.95,4,0.189
129,30,La Boca,Mau y Ricky,196099,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-08-03,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0.795,0.0,2,0.309,-1.8,1,0.113,185.901,4,0.76
130,31,bad guy,Billie Eilish,193942,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-03,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
131,32,Old Town Road - Remix,Lil Nas X,190428,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-03,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,0.639
132,33,No Lo Trates,Pitbull,189258,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT,2019-08-03,4gqMVEJSaL5nNeKj5WmVoT,0.0569,0.834,198453,0.808,0.00052,11,0.222,-2.597,1,0.0542,104.026,4,0.829
133,34,Amor A Primera Vista,Los Angeles Azules,186352,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J,2019-08-03,1E7RHPXA9sZ30qfms18J7J,0.223,0.675,221347,0.821,5.11e-05,0,0.149,-6.017,1,0.0668,170.163,4,0.96
134,35,Secreto,Anuel AA,181640,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-08-03,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
135,36,Contra La Pared,Sean Paul,172259,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,2019-08-03,37eGbhE1xVFSvcKkqGb6i1,0.0156,0.828,224681,0.588,0.0,2,0.124,-7.14,1,0.118,94.052,4,0.598
136,37,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,170089,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-08-03,6WkJ2OK163XXS2oARUC9JM,0.101,0.72,198053,0.741,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
137,38,How Do You Sleep?,Sam Smith,167258,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-03,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345
138,39,Adan y Eva,Paulo Londra,167149,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019-08-03,132ALUzVLmqYB4UsBj5qD6,0.323,0.767,256972,0.709,0.0,1,0.0745,-4.47,1,0.336,171.993,4,0.72
139,40,Lost on You,LP,166796,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2019-08-03,3SqvR3HYLlCTYzbDXJ52OC,0.1,0.433,268105,0.724,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,0.689
140,41,Aleluya,Reik,165192,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2019-08-03,23CsjGOYDQiJpX44BSn9TM,0.0478,0.81,158480,0.716,0.0,8,0.0678,-2.3,1,0.0694,96.029,4,0.689
141,42,Si Se Da,Myke Towers,163768,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,2019-08-03,5KbBGUpIZd6gVFUU8tqYiQ,0.374,0.83,237013,0.71,0.0,11,0.0877,-5.523,0,0.326,93.977,4,0.703
142,43,Aullando,Wisin & Yandel,161236,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019-08-03,7BuHdm4lQqcyG3qTwdkxus,0.184,0.8,226200,0.74,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,0.775
143,44,I Don't Care (with Justin Bieber),Ed Sheeran,158943,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-03,0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842
144,45,Que Mas Pues - Remix,Sech,157547,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-08-03,7fODjB7BrQTGqh0hogW6XD,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
145,46,No Te Contaron Mal,Christian Nodal,153407,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj,2019-08-03,7hbk4BaF66O09R1gq0bKwj,0.369,0.644,156520,0.568,0.0,9,0.151,-3.077,0,0.038,81.409,4,0.654
146,47,Me La Avente,Carin Leon,152822,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ,2019-08-03,2QwMXe5zbqymDZGYsMDVqZ,0.557,0.723,155803,0.48,0.0,11,0.0705,-4.1,0,0.0326,144.533,3,0.909
147,48,Ella Quiere Beber - Remix,Anuel AA,152377,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019-08-03,3f5lA8nnc4YYF1qf78WpHw,0.265,0.75,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.697
148,49,Latina (feat. Maluma),Reykon,145851,https://open.spotify.com/track/00Ia46AgCNfnXjzgH8PIKH,2019-08-03,00Ia46AgCNfnXjzgH8PIKH,0.0748,0.826,226739,0.713,0.0,9,0.331,-4.017,0,0.129,102.071,4,0.75
149,50,Simplemente Gracias,Calibre 50,144008,https://open.spotify.com/track/5TVpVYcU47B23onx6llnvv,2019-08-03,5TVpVYcU47B23onx6llnvv,0.692,0.749,203480,0.59,1.44e-06,3,0.108,-6.039,1,0.0309,129.985,4,0.741
150,1,China,Anuel AA,752765,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-04,2ksOAxtIxY8yElEWw8RhgK,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,0.609
151,2,Callaita,Bad Bunny,634114,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-04,2TH65lNHgvLxCKXM3apjxI,0.6,0.61,250534,0.624,2.12e-06,2,0.243,-4.773,1,0.309,176.169,4,0.244
152,3,LA CANCIÓN,J Balvin,532884,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-04,0fea68AdmYNygeTGI4RC18,0.152,0.754,242573,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429
153,4,11 PM,Maluma,476641,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-08-04,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68
154,5,Otro Trago,Sech,416334,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-04,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
155,6,Soltera - Remix,Lunay,413614,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-04,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0.0,5,0.437,-4.271,1,0.0432,92.016,4,0.8
156,7,No Me Conoce - Remix,Jhay Cortez,413582,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-04,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58
157,8,Otro Trago - Remix,Sech,392233,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-04,4bTZeO72FwMa6wKOiqoynL,0.0711,0.725,287773,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
158,9,Señorita,Shawn Mendes,359911,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-04,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
159,10,Con Altura,ROSALÍA,357883,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-04,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746
160,11,QUE PRETENDES,J Balvin,332690,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-04,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,4,0.939
161,12,Baila Conmigo (feat. Kelly Ruiz),Dayvi,315158,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-08-04,4Clmg1g8n2yBYG13Z1oSdG,0.00903,0.745,189818,0.972,0.465,7,0.297,-3.506,1,0.0774,128.031,4,0.556
162,13,Tal Vez,Paulo Londra,279981,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-04,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741
163,14,HP,Maluma,251173,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-08-04,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618
164,15,Bellacoso,Residente,249900,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-04,1kMUGCt7XLDc5Q64Vl0H8S,0.0651,0.774,257865,0.851,0.0,11,0.0568,-2.795,0,0.255,180.086,4,0.695
165,16,Te Robaré,Nicky Jam,244309,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-08-04,6v0lAdFF4haL8xjBIUjtOw,0.241,0.673,201818,0.752,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797
166,17,Tra Tra Tra Remix,Ghetto Kids,227256,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm,2019-08-04,4YqCBC4FwzGXuhixt5cgmm,0.0532,0.847,171000,0.736,0.000142,1,0.0302,-4.542,1,0.266,160.012,4,0.876
167,18,Runaway,Sebastian Yatra,214445,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-08-04,7BuSE9uTIw931wtZYzvZcQ,0.0336,0.756,200693,0.851,0.0,2,0.126,-3.33,1,0.0674,75.014,4,0.934
168,19,Con Calma,Daddy Yankee,213289,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-04,5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.656
169,20,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,206792,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-04,6osaMSJh9NguagEDQcZaKx,0.276,0.823,185195,0.71,2.17e-06,6,0.152,-3.896,0,0.0688,96.024,4,0.376
170,21,Verte Ir,DJ Luian,203940,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-08-04,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,267500,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,4,0.553
171,22,Rebota - Remix,Guaynaa,202961,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019-08-04,3dWpRjCmaHbroNahuSeX11,0.205,0.885,262000,0.857,0.0,0,0.671,-2.279,0,0.204,90.025,4,0.818
172,23,Te Vi,Piso 21,200277,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-08-04,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
173,24,Desconocidos,Mau y Ricky,185769,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-08-04,56f5qnyAlZdlz8wrUDA50h,0.118,0.719,204564,0.753,4.21e-06,7,0.212,-4.891,1,0.179,174.107,4,0.675
174,25,Calma - Remix,Pedro Capó,184449,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-04,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
175,26,Pa Mí - Remix,Dalex,179811,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-04,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
176,27,Si Supieras,Daddy Yankee,178750,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-08-04,7MRU4vOkywuhZ9kbFiPuiu,0.291,0.691,241880,0.894,0.0,9,0.104,-1.681,0,0.115,184.019,4,0.623
177,28,Fuentes de Ortiz,Ed Maverick,178428,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,2019-08-04,0akyEssGRVHstqCSWXusJL,0.946,0.83,207400,0.159,2.02e-05,1,0.362,-14.461,1,0.0383,104.95,4,0.189
178,29,La Boca - Remix,Mau y Ricky,172797,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2019-08-04,2EEmzqzM70CybVspgM7YRT,0.236,0.691,188468,0.773,0.0,11,0.329,-3.812,0,0.0355,92.992,4,0.85
179,30,bad guy,Billie Eilish,167202,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-04,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
180,31,La Boca,Mau y Ricky,164132,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-08-04,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0.795,0.0,2,0.309,-1.8,1,0.113,185.901,4,0.76
181,32,Old Town Road - Remix,Lil Nas X,162587,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-04,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,0.639
182,33,No Lo Trates,Pitbull,159787,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT,2019-08-04,4gqMVEJSaL5nNeKj5WmVoT,0.0569,0.834,198453,0.808,0.00052,11,0.222,-2.597,1,0.0542,104.026,4,0.829
183,34,Amor A Primera Vista,Los Angeles Azules,159603,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J,2019-08-04,1E7RHPXA9sZ30qfms18J7J,0.223,0.675,221347,0.821,5.11e-05,0,0.149,-6.017,1,0.0668,170.163,4,0.96
184,35,Secreto,Anuel AA,155330,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-08-04,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
185,36,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,145245,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-08-04,6WkJ2OK163XXS2oARUC9JM,0.101,0.72,198053,0.741,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
186,37,Adan y Eva,Paulo Londra,144400,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019-08-04,132ALUzVLmqYB4UsBj5qD6,0.323,0.767,256972,0.709,0.0,1,0.0745,-4.47,1,0.336,171.993,4,0.72
187,38,Contra La Pared,Sean Paul,143579,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,2019-08-04,37eGbhE1xVFSvcKkqGb6i1,0.0156,0.828,224681,0.588,0.0,2,0.124,-7.14,1,0.118,94.052,4,0.598
188,39,Me La Avente,Carin Leon,142619,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ,2019-08-04,2QwMXe5zbqymDZGYsMDVqZ,0.557,0.723,155803,0.48,0.0,11,0.0705,-4.1,0,0.0326,144.533,3,0.909
189,40,No Te Contaron Mal,Christian Nodal,141099,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj,2019-08-04,7hbk4BaF66O09R1gq0bKwj,0.369,0.644,156520,0.568,0.0,9,0.151,-3.077,0,0.038,81.409,4,0.654
190,41,How Do You Sleep?,Sam Smith,139055,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-04,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345
191,42,Lost on You,LP,138061,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2019-08-04,3SqvR3HYLlCTYzbDXJ52OC,0.1,0.433,268105,0.724,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,0.689
192,43,Aleluya,Reik,137160,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2019-08-04,23CsjGOYDQiJpX44BSn9TM,0.0478,0.81,158480,0.716,0.0,8,0.0678,-2.3,1,0.0694,96.029,4,0.689
193,44,Si Se Da,Myke Towers,136348,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,2019-08-04,5KbBGUpIZd6gVFUU8tqYiQ,0.374,0.83,237013,0.71,0.0,11,0.0877,-5.523,0,0.326,93.977,4,0.703
194,45,Aullando,Wisin & Yandel,135160,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019-08-04,7BuHdm4lQqcyG3qTwdkxus,0.184,0.8,226200,0.74,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,0.775
195,46,Nunca Es Suficiente,Los Angeles Azules,131557,https://open.spotify.com/track/63USmok1OioBzKuWGW9wAg,2019-08-04,63USmok1OioBzKuWGW9wAg,0.398,0.789,266213,0.518,0.0,2,0.0891,-5.417,0,0.0406,94.001,4,0.78
196,47,Que Mas Pues - Remix,Sech,130614,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-08-04,7fODjB7BrQTGqh0hogW6XD,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
197,48,I Don't Care (with Justin Bieber),Ed Sheeran,130402,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-04,0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842
198,49,Ella Quiere Beber - Remix,Anuel AA,129264,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019-08-04,3f5lA8nnc4YYF1qf78WpHw,0.265,0.75,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.697
199,50,Simplemente Gracias,Calibre 50,127256,https://open.spotify.com/track/5TVpVYcU47B23onx6llnvv,2019-08-04,5TVpVYcU47B23onx6llnvv,0.692,0.749,203480,0.59,1.44e-06,3,0.108,-6.039,1,0.0309,129.985,4,0.741
200,1,China,Anuel AA,793155,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-05,2ksOAxtIxY8yElEWw8RhgK,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,0.609
201,2,Callaita,Bad Bunny,642536,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-05,2TH65lNHgvLxCKXM3apjxI,0.6,0.61,250534,0.624,2.12e-06,2,0.243,-4.773,1,0.309,176.169,4,0.244
202,3,LA CANCIÓN,J Balvin,562801,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-05,0fea68AdmYNygeTGI4RC18,0.152,0.754,242573,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429
203,4,11 PM,Maluma,487359,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-08-05,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68
204,5,No Me Conoce - Remix,Jhay Cortez,434704,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-05,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58
205,6,Otro Trago,Sech,423792,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-05,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
206,7,Soltera - Remix,Lunay,420685,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-05,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0.0,5,0.437,-4.271,1,0.0432,92.016,4,0.8
207,8,Señorita,Shawn Mendes,406181,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-05,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
